TIMESTAMP,UserID,TaskID,ViewingCondition,Task,Difficulty,TaskPhase,TruePositiveCount,TrueNegativeCount,FalsePositiveCount,FalseNegativeCount,Precision,Recall,Accuracy,F1Score,CompletionTime
684.3367,7,13,EGOCENTRIC,denoising,HARD,test,87,622,28,13,0.7565218,0.87,0.9453334,0.8093023,77.88336
759.7368,7,14,EGOCENTRIC,denoising,MEDIUM,test,86,388,12,14,0.877551,0.86,0.948,0.8686869,74.20001
857.8368,7,15,EGOCENTRIC,denoising,HARD,test,88,618,32,12,0.7333333,0.88,0.9413334,0.8,96.91669
940.2868,7,16,EGOCENTRIC,denoising,MEDIUM,test,90,384,16,10,0.8490566,0.9,0.948,0.8737864,81.51672
1025.12,7,17,EGOCENTRIC,denoising,HARD,test,92,633,17,8,0.8440367,0.92,0.9666666,0.8803828,83.51672
1119.07,7,18,EGOCENTRIC,denoising,HARD,test,84,639,11,16,0.8842105,0.84,0.964,0.8615385,92.73328
1143.62,7,19,EXOCENTRIC,denoising,EASY,training,97,135,15,3,0.8660714,0.97,0.928,0.9150943,15.25
1161.887,7,20,EXOCENTRIC,denoising,EASY,training,82,136,14,18,0.8541667,0.82,0.872,0.8367347,13.46667
1181.52,7,21,EXOCENTRIC,denoising,MEDIUM,training,97,348,52,3,0.6510067,0.97,0.89,0.7791165,14.43335
1208.52,7,22,EXOCENTRIC,denoising,EASY,test,92,137,13,8,0.8761905,0.92,0.916,0.897561,18.53333
1223.12,7,23,EXOCENTRIC,denoising,MEDIUM,test,94,381,19,6,0.8318584,0.94,0.95,0.8826291,13.68335
1261.087,7,24,EXOCENTRIC,denoising,HARD,test,87,637,13,13,0.87,0.87,0.9653333,0.87,37.01672
1304.77,7,25,EXOCENTRIC,denoising,HARD,test,98,634,16,2,0.8596491,0.98,0.976,0.9158878,42.34998
1347.403,7,26,EXOCENTRIC,denoising,MEDIUM,test,90,388,12,10,0.8823529,0.9,0.956,0.8910891,41.44995
1397.487,7,27,EXOCENTRIC,denoising,MEDIUM,test,98,386,14,2,0.875,0.98,0.968,0.9245283,48.90002
1463.57,7,28,EXOCENTRIC,denoising,HARD,test,94,633,17,6,0.8468468,0.94,0.9693334,0.8909952,65.18335
1516.004,7,29,EXOCENTRIC,denoising,HARD,test,87,626,24,13,0.7837838,0.87,0.9506667,0.8246446,51.30005
1564.637,7,30,EXOCENTRIC,denoising,EASY,test,90,147,3,10,0.9677419,0.9,0.948,0.9326425,45.65002
1627.77,7,31,EXOCENTRIC,denoising,HARD,test,93,629,21,7,0.8157895,0.93,0.9626667,0.8691589,61.46667
1673.303,7,32,EXOCENTRIC,denoising,MEDIUM,test,85,394,6,15,0.9340659,0.85,0.958,0.8900524,44.5166
1723.904,7,33,EXOCENTRIC,denoising,MEDIUM,test,89,391,9,11,0.9081632,0.89,0.96,0.8989899,49.8667
1758.904,7,34,EXOCENTRIC,denoising,EASY,test,97,141,9,3,0.9150943,0.97,0.952,0.9417475,33.91675
1800.554,7,35,EXOCENTRIC,denoising,EASY,test,93,148,2,7,0.9789473,0.93,0.964,0.9538462,40.75
1845.787,7,36,EXOCENTRIC,denoising,EASY,test,95,144,6,5,0.9405941,0.95,0.956,0.9452736,44.03333
1883.32,7,37,EGOCENTRIC,seperating,EASY,training,100,100,0,0,1,1,1,1,24.71655
1905.87,7,38,EGOCENTRIC,seperating,EASY,training,99,100,0,1,1,0.99,0.995,0.9949749,20.45007
1933.22,7,39,EGOCENTRIC,seperating,MEDIUM,training,99,98,2,1,0.980198,0.99,0.985,0.9850746,25.1333
1969.887,7,40,EGOCENTRIC,seperating,MEDIUM,test,95,100,0,5,1,0.95,0.975,0.9743589,32.59998
2001.254,7,41,EGOCENTRIC,seperating,MEDIUM,test,96,99,1,4,0.9896907,0.96,0.975,0.9746193,30.45007
2037.237,7,42,EGOCENTRIC,seperating,MEDIUM,test,97,97,3,3,0.97,0.97,0.97,0.97,35.06677
2063.254,7,43,EGOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,25.18347
2091.803,7,44,EGOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,27.4165
2144.837,7,45,EGOCENTRIC,seperating,HARD,test,99,88,12,1,0.8918919,0.99,0.935,0.9383886,52.08325
2212.787,7,46,EGOCENTRIC,seperating,HARD,test,88,95,5,12,0.9462366,0.88,0.915,0.9119172,67.3667
2259.67,7,47,EGOCENTRIC,seperating,MEDIUM,test,97,99,1,3,0.9897959,0.97,0.98,0.979798,46.06689
2310.303,7,48,EGOCENTRIC,seperating,MEDIUM,test,96,98,2,4,0.9795918,0.96,0.97,0.9696969,47.96655
2362.204,7,49,EGOCENTRIC,seperating,HARD,test,97,85,15,3,0.8660714,0.97,0.91,0.9150943,50.9834
2387.537,7,50,EGOCENTRIC,seperating,EASY,test,99,97,3,1,0.9705882,0.99,0.98,0.980198,24.34985
2439.07,7,51,EGOCENTRIC,seperating,HARD,test,88,94,6,12,0.9361702,0.88,0.91,0.9072165,49.7334
2473.887,7,52,EGOCENTRIC,seperating,EASY,test,97,100,0,3,1,0.97,0.985,0.9847716,33.9834
2521.204,7,53,EGOCENTRIC,seperating,HARD,test,95,93,7,5,0.9313725,0.95,0.94,0.9405941,45.8999
2553.287,7,54,EGOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,31.19995
2586.77,7,55,EXOCENTRIC,seperating,EASY,training,100,100,0,0,1,1,1,1,23.7334
2612.92,7,56,EXOCENTRIC,seperating,EASY,training,99,99,1,1,0.99,0.99,0.99,0.99,24.49976
2644.57,7,57,EXOCENTRIC,seperating,MEDIUM,training,98,98,2,2,0.98,0.98,0.98,0.98,30.1001
2677.72,7,58,EXOCENTRIC,seperating,HARD,test,93,95,5,7,0.9489796,0.93,0.94,0.9393939,29.6333
2692.204,7,59,EXOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,13.69995
2724.687,7,60,EXOCENTRIC,seperating,MEDIUM,test,99,98,2,1,0.980198,0.99,0.985,0.9850746,31.7168
2763.787,7,61,EXOCENTRIC,seperating,HARD,test,90,91,9,10,0.9090909,0.9,0.905,0.9045227,38.59985
2797.787,7,62,EXOCENTRIC,seperating,MEDIUM,test,94,99,1,6,0.9894737,0.94,0.965,0.9641026,32.69995
2832.154,7,63,EXOCENTRIC,seperating,MEDIUM,test,99,91,9,1,0.9166667,0.99,0.95,0.9519231,33.0332
2892.437,7,64,EXOCENTRIC,seperating,HARD,test,90,96,4,10,0.9574468,0.9,0.93,0.927835,59.1001
2909.57,7,65,EXOCENTRIC,seperating,MEDIUM,test,97,93,7,3,0.9326923,0.97,0.95,0.9509804,16.16675
2931.77,7,66,EXOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,20.06665
2994.004,7,67,EXOCENTRIC,seperating,HARD,test,89,94,6,11,0.9368421,0.89,0.915,0.9128205,61.3999
3015.02,7,68,EXOCENTRIC,seperating,MEDIUM,test,99,100,0,1,1,0.99,0.995,0.9949749,19.96655
3052.57,7,69,EXOCENTRIC,seperating,HARD,test,90,89,11,10,0.8910891,0.9,0.895,0.8955224,36.4834
3069.504,7,70,EXOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,16.2832
3085.42,7,71,EXOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,14.9834
3098.087,7,72,EXOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,11.83325
129.1033,8,1,EXOCENTRIC,seperating,EASY,training,57,38,62,43,0.4789916,0.57,0.475,0.520548,96.14999
208.9533,8,2,EXOCENTRIC,seperating,EASY,training,91,6,94,9,0.4918919,0.91,0.485,0.6385965,73.18335
224.97,8,3,EXOCENTRIC,seperating,MEDIUM,training,100,0,100,0,0.5,1,0.5,0.6666667,14.05005
287.5534,8,4,EXOCENTRIC,seperating,HARD,test,91,97,3,9,0.9680851,0.91,0.94,0.9381443,31.53336
308.6368,8,5,EXOCENTRIC,seperating,MEDIUM,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,19.10016
417.6867,8,6,EXOCENTRIC,seperating,HARD,test,100,78,22,0,0.8196721,1,0.89,0.9009009,106.4334
449.7534,8,7,EXOCENTRIC,seperating,EASY,test,100,97,3,0,0.9708738,1,0.985,0.9852216,31
503.6534,8,8,EXOCENTRIC,seperating,MEDIUM,test,99,93,7,1,0.9339623,0.99,0.96,0.961165,52.68332
567.5201,8,9,EXOCENTRIC,seperating,MEDIUM,test,99,93,7,1,0.9339623,0.99,0.96,0.961165,62.7666
657.7701,8,10,EXOCENTRIC,seperating,HARD,test,95,88,12,5,0.8878505,0.95,0.915,0.9178744,89.33337
721.5867,8,11,EXOCENTRIC,seperating,HARD,test,95,92,8,5,0.9223301,0.95,0.935,0.9359606,62.98328
832.7034,8,12,EXOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,30.70001
975.9034,8,13,EXOCENTRIC,seperating,HARD,test,93,97,3,7,0.96875,0.93,0.95,0.9489796,142.05
1019.037,8,14,EXOCENTRIC,seperating,EASY,test,100,94,6,0,0.9433962,1,0.97,0.9708738,41.70001
1058.27,8,15,EXOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,38.40002
1143.52,8,16,EXOCENTRIC,seperating,MEDIUM,test,96,97,3,4,0.969697,0.96,0.965,0.9648241,84.25
1183.637,8,17,EXOCENTRIC,seperating,MEDIUM,test,94,98,2,6,0.9791667,0.94,0.96,0.9591837,39.15002
1207.07,8,18,EXOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,22.51672
1265.987,8,19,EGOCENTRIC,seperating,EASY,training,99,100,0,1,1,0.99,0.995,0.9949749,31.91675
1306.12,8,20,EGOCENTRIC,seperating,EASY,training,98,100,0,2,1,0.98,0.99,0.989899,36.05005
1381.637,8,21,EGOCENTRIC,seperating,MEDIUM,training,99,55,45,1,0.6875,0.99,0.77,0.8114754,73.21667
1421.803,8,22,EGOCENTRIC,seperating,MEDIUM,test,100,93,7,0,0.9345794,1,0.965,0.9661836,20.53333
1469.653,8,23,EGOCENTRIC,seperating,MEDIUM,test,91,99,1,9,0.9891304,0.91,0.95,0.9479167,45.8833
1507.37,8,24,EGOCENTRIC,seperating,MEDIUM,test,98,97,3,2,0.970297,0.98,0.975,0.9751244,36.69995
1549.004,8,25,EGOCENTRIC,seperating,HARD,test,97,83,17,3,0.8508772,0.97,0.9,0.9065421,40.66675
1609.953,8,26,EGOCENTRIC,seperating,HARD,test,94,90,10,6,0.9038461,0.94,0.92,0.9215686,60.03333
1665.354,8,27,EGOCENTRIC,seperating,EASY,test,98,97,3,2,0.970297,0.98,0.975,0.9751244,54.78333
1706.97,8,28,EGOCENTRIC,seperating,MEDIUM,test,97,86,14,3,0.8738739,0.97,0.915,0.9194313,40.68335
1736.687,8,29,EGOCENTRIC,seperating,EASY,test,99,99,1,1,0.99,0.99,0.99,0.99,28.88342
1917.537,8,30,EGOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,23.69995
1973.587,8,31,EGOCENTRIC,seperating,HARD,test,96,80,20,4,0.8275862,0.96,0.88,0.8888889,55.1333
2006.904,8,32,EGOCENTRIC,seperating,EASY,test,98,95,5,2,0.9514563,0.98,0.965,0.9655172,32.56677
2029.537,8,33,EGOCENTRIC,seperating,MEDIUM,test,99,98,2,1,0.980198,0.99,0.985,0.9850746,21.73328
2064.553,8,34,EGOCENTRIC,seperating,HARD,test,80,93,7,20,0.9195402,0.8,0.865,0.855615,34.18323
2121.803,8,35,EGOCENTRIC,seperating,HARD,test,92,92,8,8,0.92,0.92,0.92,0.92,56.30005
2187.303,8,36,EGOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,64
2242.72,8,37,EXOCENTRIC,denoising,EASY,training,89,142,8,11,0.9175258,0.89,0.924,0.9035533,31.88306
2283.487,8,38,EXOCENTRIC,denoising,EASY,training,98,135,15,2,0.8672566,0.98,0.932,0.9201878,20.4165
2303.52,8,39,EXOCENTRIC,denoising,MEDIUM,training,96,375,25,4,0.7933884,0.96,0.942,0.8687783,11.0166
2330.22,8,40,EXOCENTRIC,denoising,MEDIUM,test,87,372,28,13,0.7565218,0.87,0.918,0.8093023,18.3667
2349.604,8,41,EXOCENTRIC,denoising,EASY,test,90,135,15,10,0.8571429,0.9,0.9,0.8780488,18.5166
2373.57,8,42,EXOCENTRIC,denoising,EASY,test,98,121,29,2,0.7716535,0.98,0.876,0.8634361,23.1499
2386.604,8,43,EXOCENTRIC,denoising,HARD,test,83,622,28,17,0.7477477,0.83,0.94,0.7867298,12.1665
2395.404,8,44,EXOCENTRIC,denoising,MEDIUM,test,88,371,29,12,0.7521368,0.88,0.918,0.8110599,7.966797
2460.837,8,45,EXOCENTRIC,denoising,MEDIUM,test,92,394,6,8,0.9387755,0.92,0.972,0.9292929,64.81665
2498.887,8,46,EXOCENTRIC,denoising,MEDIUM,test,83,392,8,17,0.9120879,0.83,0.95,0.86911,37.19995
2516.27,8,47,EXOCENTRIC,denoising,EASY,test,90,145,5,10,0.9473684,0.9,0.94,0.9230769,16.5
2629.087,8,48,EXOCENTRIC,denoising,EASY,test,63,145,5,37,0.9264706,0.63,0.832,0.7499999,22.16675
2661.62,8,49,EXOCENTRIC,denoising,HARD,test,73,646,4,27,0.9480519,0.73,0.9586667,0.8248588,31.46655
2680.937,8,50,EXOCENTRIC,denoising,HARD,test,90,633,17,10,0.8411215,0.9,0.964,0.8695652,18.28345
2700.287,8,51,EXOCENTRIC,denoising,HARD,test,83,612,38,17,0.6859504,0.83,0.9266667,0.7511312,18.5332
2727.354,8,52,EXOCENTRIC,denoising,HARD,test,85,639,11,15,0.8854167,0.85,0.9653333,0.867347,26.09985
2744.72,8,53,EXOCENTRIC,denoising,EASY,test,71,148,2,29,0.9726027,0.71,0.876,0.8208092,16.73315
2771.37,8,54,EXOCENTRIC,denoising,MEDIUM,test,70,389,11,30,0.8641976,0.7,0.918,0.7734807,25.66675
2870.437,8,55,EGOCENTRIC,denoising,EASY,training,84,133,17,16,0.8316832,0.84,0.868,0.8358209,20.3335
2906.837,8,56,EGOCENTRIC,denoising,EASY,training,82,134,16,18,0.8367347,0.82,0.864,0.8282828,24.94995
2966.02,8,57,EGOCENTRIC,denoising,MEDIUM,training,76,382,18,24,0.8085107,0.76,0.916,0.7835051,51.83325
2991.02,8,58,EGOCENTRIC,denoising,MEDIUM,test,94,349,51,6,0.6482759,0.94,0.886,0.7673469,13.48315
3007.47,8,59,EGOCENTRIC,denoising,MEDIUM,test,78,364,36,22,0.6842105,0.78,0.884,0.728972,15.3833
3021.554,8,60,EGOCENTRIC,denoising,HARD,test,89,575,75,11,0.5426829,0.89,0.8853334,0.6742424,13.2666
3034.654,8,61,EGOCENTRIC,denoising,EASY,test,94,132,18,6,0.8392857,0.94,0.904,0.8867925,12.1665
3057.354,8,62,EGOCENTRIC,denoising,HARD,test,86,598,52,14,0.6231884,0.86,0.912,0.722689,21.7998
3073.02,8,63,EGOCENTRIC,denoising,MEDIUM,test,78,371,29,22,0.728972,0.78,0.898,0.7536232,14.84985
3094.22,8,64,EGOCENTRIC,denoising,MEDIUM,test,70,383,17,30,0.8045977,0.7,0.906,0.7486631,20.25
3104.304,8,65,EGOCENTRIC,denoising,EASY,test,82,145,5,18,0.9425287,0.82,0.908,0.8770053,8.949951
3182.504,8,66,EGOCENTRIC,denoising,EASY,test,90,134,16,10,0.8490566,0.9,0.896,0.8737864,17.6167
3200.82,8,67,EGOCENTRIC,denoising,MEDIUM,test,92,340,60,8,0.6052632,0.92,0.864,0.7301587,17.21655
3216.204,8,68,EGOCENTRIC,denoising,HARD,test,85,571,79,15,0.5182927,0.85,0.8746667,0.6439394,14.5
3229.27,8,69,EGOCENTRIC,denoising,EASY,test,92,127,23,8,0.8,0.92,0.876,0.855814,12.18335
3240.12,8,70,EGOCENTRIC,denoising,EASY,test,91,134,16,9,0.8504673,0.91,0.9,0.879227,9.850098
3256.637,8,71,EGOCENTRIC,denoising,HARD,test,86,608,42,14,0.671875,0.86,0.9253333,0.7543859,15.6333
3276.304,8,72,EGOCENTRIC,denoising,HARD,test,85,539,111,15,0.4336735,0.85,0.832,0.5743243,18.8501
150.02,9,1,EXOCENTRIC,denoising,EASY,training,11,147,3,89,0.7857143,0.11,0.632,0.1929825,66.25005
279.62,9,2,EXOCENTRIC,denoising,EASY,training,95,138,12,5,0.8878505,0.95,0.932,0.9178744,112.0333
383.7867,9,3,EXOCENTRIC,denoising,MEDIUM,training,70,400,0,30,1,0.7,0.94,0.8235294,97.85004
481.5534,9,4,EXOCENTRIC,denoising,EASY,test,84,147,3,16,0.9655172,0.84,0.924,0.8983957,80.18335
576.5533,9,5,EXOCENTRIC,denoising,MEDIUM,test,93,387,13,7,0.8773585,0.93,0.96,0.9029126,93.34998
682.7701,9,6,EXOCENTRIC,denoising,MEDIUM,test,83,392,8,17,0.9120879,0.83,0.95,0.86911,105.25
735.5201,9,7,EXOCENTRIC,denoising,EASY,test,96,145,5,4,0.9504951,0.96,0.964,0.9552239,51.88336
796.5035,9,8,EXOCENTRIC,denoising,EASY,test,89,144,6,11,0.9368421,0.89,0.932,0.9128205,60.2334
861.3534,9,9,EXOCENTRIC,denoising,MEDIUM,test,84,394,6,16,0.9333333,0.84,0.956,0.8842105,64.13336
920.4701,9,10,EXOCENTRIC,denoising,HARD,test,65,641,9,35,0.8783784,0.65,0.9413334,0.7471264,58.33331
1019.453,9,11,EXOCENTRIC,denoising,EASY,test,86,145,5,14,0.9450549,0.86,0.924,0.9005236,97.85004
1131.037,9,12,EXOCENTRIC,denoising,HARD,test,93,638,12,7,0.8857143,0.93,0.9746667,0.907317,65.81653
1216.337,9,13,EXOCENTRIC,denoising,HARD,test,88,633,17,12,0.8380952,0.88,0.9613333,0.8585365,84.46667
1304.287,9,14,EXOCENTRIC,denoising,HARD,test,86,639,11,14,0.8865979,0.86,0.9666666,0.8730964,87.41663
1367.52,9,15,EXOCENTRIC,denoising,EASY,test,89,148,2,11,0.978022,0.89,0.948,0.9319372,62.4834
1416.337,9,16,EXOCENTRIC,denoising,MEDIUM,test,82,390,10,18,0.8913044,0.82,0.944,0.8541666,48.25
1464.303,9,17,EXOCENTRIC,denoising,MEDIUM,test,92,394,6,8,0.9387755,0.92,0.972,0.9292929,47.40002
1540.553,9,18,EXOCENTRIC,denoising,HARD,test,87,634,16,13,0.8446602,0.87,0.9613333,0.8571429,75.55005
1663.437,9,19,EGOCENTRIC,denoising,EASY,training,92,144,6,8,0.9387755,0.92,0.944,0.9292929,106.3501
1742.303,9,20,EGOCENTRIC,denoising,EASY,training,87,148,2,13,0.9775281,0.87,0.94,0.9206349,65.48328
1821.453,9,21,EGOCENTRIC,denoising,MEDIUM,training,90,385,15,10,0.8571429,0.9,0.95,0.8780488,70.73328
1913.404,9,22,EGOCENTRIC,denoising,HARD,test,84,638,12,16,0.875,0.84,0.9626667,0.8571429,78.43335
2019.42,9,23,EGOCENTRIC,denoising,HARD,test,84,642,8,16,0.9130435,0.84,0.968,0.875,104.95
2099.954,9,24,EGOCENTRIC,denoising,MEDIUM,test,87,394,6,13,0.9354839,0.87,0.962,0.9015545,79.8501
2163.737,9,25,EGOCENTRIC,denoising,MEDIUM,test,75,395,5,25,0.9375,0.75,0.94,0.8333333,63.0332
2225.704,9,26,EGOCENTRIC,denoising,EASY,test,77,147,3,23,0.9625,0.77,0.896,0.8555555,61.43335
2318.837,9,27,EGOCENTRIC,denoising,HARD,test,73,642,8,27,0.9012346,0.73,0.9533333,0.8066298,92.6333
2408.304,9,28,EGOCENTRIC,denoising,EASY,test,71,150,0,29,1,0.71,0.884,0.8304093,88.6001
2475.77,9,29,EGOCENTRIC,denoising,EASY,test,91,146,4,9,0.9578947,0.91,0.948,0.9333333,66.2334
2647.804,9,30,EGOCENTRIC,denoising,MEDIUM,test,94,379,21,6,0.8173913,0.94,0.946,0.8744186,49.55005
2730.387,9,31,EGOCENTRIC,denoising,HARD,test,88,638,12,12,0.88,0.88,0.968,0.88,82.08325
2786.487,9,32,EGOCENTRIC,denoising,EASY,test,90,139,11,10,0.8910891,0.9,0.916,0.8955224,55.6167
2837.387,9,33,EGOCENTRIC,denoising,MEDIUM,test,66,395,5,34,0.9295775,0.66,0.922,0.7719299,49.8667
2902.92,9,34,EGOCENTRIC,denoising,MEDIUM,test,76,394,6,24,0.9268293,0.76,0.94,0.8351648,64.5332
2938.604,9,35,EGOCENTRIC,denoising,EASY,test,78,146,4,22,0.9512195,0.78,0.896,0.8571428,34.9165
2991.67,9,36,EGOCENTRIC,denoising,HARD,test,72,642,8,28,0.9,0.72,0.952,0.8,52.6167
3068.27,9,37,EXOCENTRIC,seperating,EASY,training,97,100,0,3,1,0.97,0.985,0.9847716,46.0332
3093.937,9,38,EXOCENTRIC,seperating,EASY,training,99,100,0,1,1,0.99,0.995,0.9949749,17.69995
3110.354,9,39,EXOCENTRIC,seperating,MEDIUM,training,96,97,3,4,0.969697,0.96,0.965,0.9648241,15.13354
3140.904,9,40,EXOCENTRIC,seperating,HARD,test,94,94,6,6,0.94,0.94,0.94,0.94,24.3999
3166.437,9,41,EXOCENTRIC,seperating,EASY,test,100,98,2,0,0.9803922,1,0.99,0.990099,24.8501
3191.854,9,42,EXOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,24.88354
3219.12,9,43,EXOCENTRIC,seperating,HARD,test,95,93,7,5,0.9313725,0.95,0.94,0.9405941,26.65015
3248.72,9,44,EXOCENTRIC,seperating,EASY,test,97,100,0,3,1,0.97,0.985,0.9847716,28.66675
3270.52,9,45,EXOCENTRIC,seperating,EASY,test,99,99,1,1,0.99,0.99,0.99,0.99,20.9165
3294.154,9,46,EXOCENTRIC,seperating,MEDIUM,test,100,95,5,0,0.952381,1,0.975,0.9756098,22.1499
3313.487,9,47,EXOCENTRIC,seperating,HARD,test,99,88,12,1,0.8918919,0.99,0.935,0.9383886,18.8501
3470.82,9,48,EXOCENTRIC,seperating,MEDIUM,test,96,97,3,4,0.969697,0.96,0.965,0.9648241,33.8999
3500.62,9,49,EXOCENTRIC,seperating,MEDIUM,test,100,96,4,0,0.9615384,1,0.98,0.9803922,29.06665
3522.987,9,50,EXOCENTRIC,seperating,HARD,test,92,92,8,8,0.92,0.92,0.92,0.92,20.9834
3543.27,9,51,EXOCENTRIC,seperating,MEDIUM,test,100,97,3,0,0.9708738,1,0.985,0.9852216,19.73315
3573.17,9,52,EXOCENTRIC,seperating,HARD,test,92,91,9,8,0.9108911,0.92,0.915,0.9154229,29.28345
3584.987,9,53,EXOCENTRIC,seperating,EASY,test,100,98,2,0,0.9803922,1,0.99,0.990099,10.26685
3608.487,9,54,EXOCENTRIC,seperating,MEDIUM,test,100,95,5,0,0.952381,1,0.975,0.9756098,23.03345
3657.337,9,55,EGOCENTRIC,seperating,EASY,training,100,99,1,0,0.990099,1,0.995,0.9950249,30.66675
3680.771,9,56,EGOCENTRIC,seperating,EASY,training,99,100,0,1,1,0.99,0.995,0.9949749,21.15015
3719.87,9,57,EGOCENTRIC,seperating,MEDIUM,training,100,94,6,0,0.9433962,1,0.97,0.9708738,37.96655
3746.32,9,58,EGOCENTRIC,seperating,MEDIUM,test,99,96,4,1,0.9611651,0.99,0.975,0.9753695,20.2832
3770.47,9,59,EGOCENTRIC,seperating,EASY,test,98,96,4,2,0.9607843,0.98,0.97,0.970297,23.65015
3821.104,9,60,EGOCENTRIC,seperating,HARD,test,95,85,15,5,0.8636364,0.95,0.9,0.9047619,50.03345
3841.137,9,61,EGOCENTRIC,seperating,MEDIUM,test,99,92,8,1,0.9252337,0.99,0.955,0.9565218,19.43335
3851.12,9,62,EGOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,9.483154
3887.771,9,63,EGOCENTRIC,seperating,HARD,test,89,94,6,11,0.9368421,0.89,0.915,0.9128205,36
3909.687,9,64,EGOCENTRIC,seperating,HARD,test,83,99,1,17,0.9880952,0.83,0.91,0.9021739,21.48315
3924.954,9,65,EGOCENTRIC,seperating,MEDIUM,test,100,98,2,0,0.9803922,1,0.99,0.990099,14.5332
4073.187,9,66,EGOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,25.5166
4094.72,9,67,EGOCENTRIC,seperating,MEDIUM,test,97,97,3,3,0.97,0.97,0.97,0.97,21.03345
4127.787,9,68,EGOCENTRIC,seperating,HARD,test,91,92,8,9,0.9191919,0.91,0.915,0.9145729,32.46655
4151.32,9,69,EGOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,22.96631
4170.787,9,70,EGOCENTRIC,seperating,MEDIUM,test,97,96,4,3,0.9603961,0.97,0.965,0.9651741,18.75
4185.804,9,71,EGOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,14.5332
4226.037,9,72,EGOCENTRIC,seperating,HARD,test,92,91,9,8,0.9108911,0.92,0.915,0.9154229,39.7002
129.1867,10,1,EGOCENTRIC,seperating,EASY,training,100,0,100,0,0.5,1,0.5,0.6666667,58.24999
317.9701,10,2,EGOCENTRIC,seperating,EASY,training,59,99,1,41,0.9833333,0.59,0.79,0.7375,181.0834
402.2034,10,3,EGOCENTRIC,seperating,MEDIUM,training,53,98,2,47,0.9636363,0.53,0.755,0.6838709,75.33337
558.7201,10,4,EGOCENTRIC,seperating,MEDIUM,test,57,42,58,43,0.4956522,0.57,0.495,0.5302325,148.1334
639.2368,10,5,EGOCENTRIC,seperating,MEDIUM,test,67,58,42,33,0.6146789,0.67,0.625,0.6411483,77.96667
754.0701,10,6,EGOCENTRIC,seperating,HARD,test,50,36,64,50,0.4385965,0.5,0.43,0.4672897,111.8167
890.5201,10,7,EGOCENTRIC,seperating,MEDIUM,test,60,63,37,40,0.6185567,0.6,0.615,0.6091371,135.3
936.1534,10,8,EGOCENTRIC,seperating,HARD,test,70,44,56,30,0.5555556,0.7,0.57,0.619469,43.63342
967.9034,10,9,EGOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,31.00006
1010.203,10,10,EGOCENTRIC,seperating,EASY,test,64,97,3,36,0.9552239,0.64,0.805,0.766467,41.6333
1048.17,10,11,EGOCENTRIC,seperating,HARD,test,54,49,51,46,0.5142857,0.54,0.515,0.5268293,37.26672
1088.37,10,12,EGOCENTRIC,seperating,EASY,test,96,100,0,4,1,0.96,0.98,0.9795918,21.55005
1194.42,10,13,EGOCENTRIC,seperating,MEDIUM,test,68,46,54,32,0.557377,0.68,0.57,0.6126126,104.9
1210.053,10,14,EGOCENTRIC,seperating,MEDIUM,test,60,65,35,40,0.6315789,0.6,0.625,0.6153846,14.23328
1232.17,10,15,EGOCENTRIC,seperating,EASY,test,95,92,8,5,0.9223301,0.95,0.935,0.9359606,21.2334
1267.47,10,16,EGOCENTRIC,seperating,HARD,test,65,52,48,35,0.5752212,0.65,0.585,0.6103287,34.59998
1292.237,10,17,EGOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,24.03333
1319.903,10,18,EGOCENTRIC,seperating,HARD,test,69,65,35,31,0.6634616,0.69,0.67,0.6764706,26.23328
1419.37,10,19,EXOCENTRIC,seperating,EASY,training,99,100,0,1,1,0.99,0.995,0.9949749,15.18335
1441.354,10,20,EXOCENTRIC,seperating,EASY,training,75,39,61,25,0.5514706,0.75,0.57,0.6355932,8.950073
1465.453,10,21,EXOCENTRIC,seperating,MEDIUM,training,64,66,34,36,0.6530612,0.64,0.65,0.6464646,12.06665
