TIMESTAMP,UserID,TaskID,ViewingCondition,Task,Difficulty,TaskPhase,TruePositiveCount,TrueNegativeCount,FalsePositiveCount,FalseNegativeCount,Precision,Recall,Accuracy,F1Score,CompletionTime
118.4367,4,3,EXOCENTRIC,seperating,MEDIUM,training,55,26,74,45,0.4263566,0.55,0.405,0.4803493,12.38332
139.8533,4,4,EXOCENTRIC,seperating,EASY,test,61,100,0,39,1,0.61,0.805,0.757764,16.61666
164.22,4,5,EXOCENTRIC,seperating,MEDIUM,test,55,63,37,45,0.5978261,0.55,0.59,0.5729167,22.11668
192.4867,4,6,EXOCENTRIC,seperating,EASY,test,41,66,34,59,0.5466667,0.41,0.535,0.4685714,27.11665
226.1033,4,7,EXOCENTRIC,seperating,HARD,test,50,80,20,50,0.7142857,0.5,0.65,0.5882353,32.76657
263.12,4,8,EXOCENTRIC,seperating,EASY,test,77,98,2,23,0.9746835,0.77,0.875,0.8603352,36.13329
278.02,4,9,EXOCENTRIC,seperating,HARD,test,69,99,1,31,0.9857143,0.69,0.84,0.8117647,13.96667
305.3867,4,10,EXOCENTRIC,seperating,EASY,test,72,79,21,28,0.7741935,0.72,0.755,0.746114,26.48337
324.1367,4,11,EXOCENTRIC,seperating,MEDIUM,test,60,53,47,40,0.5607477,0.6,0.565,0.5797101,17.76672
353.6867,4,12,EXOCENTRIC,seperating,EASY,test,57,100,0,43,1,0.57,0.785,0.7261147,22.3833
374.02,4,13,EXOCENTRIC,seperating,HARD,test,73,94,6,27,0.9240506,0.73,0.835,0.8156425,19.64999
380.7034,4,14,EXOCENTRIC,seperating,MEDIUM,test,100,47,53,0,0.6535948,1,0.735,0.7905139,5.833374
394.8367,4,15,EXOCENTRIC,seperating,HARD,test,85,69,31,15,0.7327586,0.85,0.77,0.7870371,13.38336
413.0867,4,16,EXOCENTRIC,seperating,MEDIUM,test,87,83,17,13,0.8365384,0.87,0.85,0.8529412,16.71667
429.97,4,17,EXOCENTRIC,seperating,HARD,test,53,98,2,47,0.9636363,0.53,0.755,0.6838709,16.04999
452.2534,4,18,EXOCENTRIC,seperating,MEDIUM,test,66,38,62,34,0.515625,0.66,0.52,0.5789474,21.54999
474.9867,4,19,EGOCENTRIC,seperating,EASY,training,100,0,100,0,0.5,1,0.5,0.6666667,5.333313
483.2534,4,20,EGOCENTRIC,seperating,EASY,training,100,0,100,0,0.5,1,0.5,0.6666667,5.716705
496.3534,4,21,EGOCENTRIC,seperating,MEDIUM,training,98,2,98,2,0.5,0.98,0.5,0.6621622,8.233307
508.8701,4,22,EGOCENTRIC,seperating,HARD,test,100,5,95,0,0.5128205,1,0.525,0.6779662,6.933319
528.72,4,23,EGOCENTRIC,seperating,EASY,test,100,8,92,0,0.5208333,1,0.54,0.6849315,18.56668
529.77,4,24,EGOCENTRIC,seperating,EASY,test,100,0,100,0,0.5,1,0.5,0.6666667,0.2332764
551.3201,4,25,EGOCENTRIC,seperating,HARD,test,72,20,80,28,0.4736842,0.72,0.46,0.5714286,20.78333
575.6367,4,26,EGOCENTRIC,seperating,HARD,test,94,19,81,6,0.5371429,0.94,0.565,0.6836364,23.36664
591.2368,4,27,EGOCENTRIC,seperating,EASY,test,68,25,75,32,0.4755245,0.68,0.465,0.5596708,14.91669
607.3367,4,28,EGOCENTRIC,seperating,MEDIUM,test,54,100,0,46,1,0.54,0.77,0.7012988,15.25
616.6201,4,29,EGOCENTRIC,seperating,MEDIUM,test,66,3,97,34,0.404908,0.66,0.345,0.5019011,8.516663
645.1367,4,30,EGOCENTRIC,seperating,HARD,test,54,82,18,46,0.75,0.54,0.68,0.627907,24.68335
668.0201,4,31,EGOCENTRIC,seperating,MEDIUM,test,96,88,12,4,0.8888889,0.96,0.92,0.9230769,21.8667
684.0367,4,32,EGOCENTRIC,seperating,HARD,test,92,22,78,8,0.5411765,0.92,0.57,0.6814815,15.03333
705.8534,4,33,EGOCENTRIC,seperating,EASY,test,68,100,0,32,1,0.68,0.84,0.8095238,21.18329
735.6534,4,34,EGOCENTRIC,seperating,MEDIUM,test,77,99,1,23,0.9871795,0.77,0.88,0.8651685,29.18329
753.67,4,35,EGOCENTRIC,seperating,EASY,test,78,69,31,22,0.7155963,0.78,0.735,0.7464114,17.23334
771.2368,4,36,EGOCENTRIC,seperating,MEDIUM,test,95,99,1,5,0.9895833,0.95,0.97,0.9693877,16.56671
825.2201,4,37,EXOCENTRIC,denoising,EASY,training,85,139,11,15,0.8854167,0.85,0.896,0.867347,44.10004
868.3534,4,38,EXOCENTRIC,denoising,EASY,training,56,127,23,44,0.7088608,0.56,0.732,0.6256983,15.25
896.4368,4,39,EXOCENTRIC,denoising,MEDIUM,training,73,333,67,27,0.5214286,0.73,0.812,0.6083333,14.65002
911.1368,4,40,EXOCENTRIC,denoising,HARD,test,81,593,57,19,0.5869565,0.81,0.8986667,0.6806723,7.716736
918.0201,4,41,EXOCENTRIC,denoising,HARD,test,67,611,39,33,0.6320755,0.67,0.904,0.6504855,6.149963
923.6368,4,42,EXOCENTRIC,denoising,MEDIUM,test,50,385,15,50,0.7692308,0.5,0.87,0.6060606,4.783386
933.9701,4,43,EXOCENTRIC,denoising,MEDIUM,test,39,376,24,61,0.6190476,0.39,0.83,0.4785276,8.649963
938.8701,4,44,EXOCENTRIC,denoising,EASY,test,52,149,1,48,0.9811321,0.52,0.804,0.6797386,4.333313
948.2368,4,45,EXOCENTRIC,denoising,HARD,test,51,572,78,49,0.3953488,0.51,0.8306667,0.4454148,8.56665
952.3034,4,46,EXOCENTRIC,denoising,EASY,test,59,142,8,41,0.880597,0.59,0.804,0.7065868,3.033325
957.4701,4,47,EXOCENTRIC,denoising,EASY,test,74,141,9,26,0.8915663,0.74,0.86,0.8087432,4.600037
966.3368,4,48,EXOCENTRIC,denoising,EASY,test,58,142,8,42,0.8787879,0.58,0.8,0.6987951,5.216675
972.5701,4,49,EXOCENTRIC,denoising,EASY,test,41,145,5,59,0.8913044,0.41,0.744,0.5616438,5.416626
979.7867,4,50,EXOCENTRIC,denoising,MEDIUM,test,67,366,34,33,0.6633663,0.67,0.866,0.6666666,6.233337
993.9368,4,51,EXOCENTRIC,denoising,MEDIUM,test,60,372,28,40,0.6818182,0.6,0.864,0.6382979,13.38336
1006.103,4,52,EXOCENTRIC,denoising,HARD,test,53,622,28,47,0.654321,0.53,0.9,0.5856354,10.34998
1014.453,4,53,EXOCENTRIC,denoising,HARD,test,31,612,38,69,0.4492754,0.31,0.8573334,0.3668639,7.233337
1025.42,4,54,EXOCENTRIC,denoising,MEDIUM,test,58,370,30,42,0.6590909,0.58,0.856,0.6170213,9.750061
1043.003,4,55,EGOCENTRIC,denoising,EASY,training,26,148,2,74,0.9285714,0.26,0.696,0.40625,8.833252
1079.07,4,56,EGOCENTRIC,denoising,EASY,training,67,110,40,33,0.6261683,0.67,0.708,0.647343,25.51672
1110.787,4,57,EGOCENTRIC,denoising,MEDIUM,training,80,256,144,20,0.3571429,0.8,0.672,0.4938272,19.46667
1131.703,4,58,EGOCENTRIC,denoising,MEDIUM,test,70,319,81,30,0.4635762,0.7,0.778,0.5577689,15.49988
1146.237,4,59,EGOCENTRIC,denoising,EASY,test,79,128,22,21,0.7821782,0.79,0.828,0.7860697,13.56665
1167.303,4,60,EGOCENTRIC,denoising,HARD,test,85,484,166,15,0.3386454,0.85,0.7586667,0.4843305,20.01672
1179.653,4,61,EGOCENTRIC,denoising,MEDIUM,test,77,319,81,23,0.4873418,0.77,0.792,0.5968992,11.55005
1191.52,4,62,EGOCENTRIC,denoising,HARD,test,80,539,111,20,0.4188482,0.8,0.8253334,0.5498282,10.66675
1207.853,4,63,EGOCENTRIC,denoising,EASY,test,67,114,36,33,0.6504855,0.67,0.724,0.6600986,15.43335
1229.137,4,64,EGOCENTRIC,denoising,MEDIUM,test,73,250,150,27,0.3273543,0.73,0.646,0.4520124,19.73328
1257.137,4,65,EGOCENTRIC,denoising,HARD,test,60,422,228,40,0.2083333,0.6,0.6426666,0.3092783,25.63342
1275.687,4,66,EGOCENTRIC,denoising,MEDIUM,test,67,285,115,33,0.3681319,0.67,0.704,0.4751773,14.3833
1287.037,4,67,EGOCENTRIC,denoising,HARD,test,30,467,183,70,0.1408451,0.3,0.6626667,0.1916933,10.44995
1296.253,4,68,EGOCENTRIC,denoising,EASY,test,72,122,28,28,0.72,0.72,0.776,0.72,8.466675
1304.653,4,69,EGOCENTRIC,denoising,MEDIUM,test,62,298,102,38,0.3780488,0.62,0.72,0.469697,7.31665
1315.97,4,70,EGOCENTRIC,denoising,EASY,test,41,108,42,59,0.4939759,0.41,0.596,0.4480874,10.53333
1326.053,4,71,EGOCENTRIC,denoising,HARD,test,83,505,145,17,0.3640351,0.83,0.784,0.5060976,9.233276
1334.637,4,72,EGOCENTRIC,denoising,EASY,test,59,121,29,41,0.6704546,0.59,0.72,0.6276596,7.400024
117.67,5,1,EXOCENTRIC,denoising,EASY,training,82,147,3,18,0.9647059,0.82,0.916,0.8864865,37.08321
142.32,5,2,EXOCENTRIC,denoising,EASY,training,90,147,3,10,0.9677419,0.9,0.948,0.9326425,14.85001
167.72,5,3,EXOCENTRIC,denoising,MEDIUM,training,87,395,5,13,0.9456522,0.87,0.964,0.9062501,23.93329
213.2867,5,4,EXOCENTRIC,denoising,EASY,test,86,147,3,14,0.9662921,0.86,0.932,0.9100529,35.73334
280.9533,5,5,EXOCENTRIC,denoising,EASY,test,87,148,2,13,0.9775281,0.87,0.94,0.9206349,66.13336
341.2367,5,6,EXOCENTRIC,denoising,HARD,test,84,637,13,16,0.8659794,0.84,0.9613333,0.8527918,59.43335
422.1034,5,7,EXOCENTRIC,denoising,MEDIUM,test,81,390,10,19,0.8901099,0.81,0.942,0.8481675,80.21664
479.07,5,8,EXOCENTRIC,denoising,EASY,test,84,147,3,16,0.9655172,0.84,0.924,0.8983957,56.16669
615.02,5,9,EXOCENTRIC,denoising,HARD,test,61,645,5,39,0.9242424,0.61,0.9413334,0.7349398,135.2834
678.5701,5,10,EXOCENTRIC,denoising,MEDIUM,test,61,398,2,39,0.968254,0.61,0.918,0.7484663,62.78339
788.6201,5,11,EXOCENTRIC,denoising,MEDIUM,test,61,399,1,39,0.983871,0.61,0.92,0.7530864,109.1667
1006.353,5,12,EXOCENTRIC,denoising,EASY,test,80,147,3,20,0.9638554,0.8,0.908,0.8743169,82.84998
1116.37,5,13,EXOCENTRIC,denoising,EASY,test,72,149,1,28,0.9863014,0.72,0.884,0.8323699,109.1667
1140.587,5,14,EXOCENTRIC,denoising,HARD,test,71,646,4,29,0.9466667,0.71,0.956,0.8114285,23.41663
1255.737,5,15,EXOCENTRIC,denoising,HARD,test,61,648,2,39,0.968254,0.61,0.9453334,0.7484663,114.2834
1332.003,5,16,EXOCENTRIC,denoising,MEDIUM,test,80,397,3,20,0.9638554,0.8,0.954,0.8743169,75.46655
1395.703,5,17,EXOCENTRIC,denoising,HARD,test,69,644,6,31,0.92,0.69,0.9506667,0.7885714,62.73328
1478.57,5,18,EXOCENTRIC,denoising,MEDIUM,test,59,399,1,41,0.9833333,0.59,0.916,0.7375,81.79993
1587.137,5,19,EGOCENTRIC,denoising,EASY,training,70,137,13,30,0.8433735,0.7,0.828,0.7650273,32.68335
1655.72,5,20,EGOCENTRIC,denoising,EASY,training,93,149,1,7,0.9893617,0.93,0.968,0.9587629,35.13342
1712.203,5,21,EGOCENTRIC,denoising,MEDIUM,training,83,387,13,17,0.8645833,0.83,0.94,0.8469387,40.73328
1821.92,5,22,EGOCENTRIC,denoising,MEDIUM,test,71,394,6,29,0.9220779,0.71,0.93,0.8022599,97.34998
1899.087,5,23,EGOCENTRIC,denoising,HARD,test,74,640,10,26,0.8809524,0.74,0.952,0.8043478,76.31677
1948.254,5,24,EGOCENTRIC,denoising,EASY,test,69,150,0,31,1,0.69,0.876,0.816568,48.45007
2038.287,5,25,EGOCENTRIC,denoising,EASY,test,83,148,2,17,0.9764706,0.83,0.924,0.8972973,88.1167
2107.187,5,26,EGOCENTRIC,denoising,EASY,test,97,148,2,3,0.979798,0.97,0.98,0.9748744,68.40015
2177.637,5,27,EGOCENTRIC,denoising,MEDIUM,test,76,396,4,24,0.95,0.76,0.944,0.8444444,69.90015
2264.253,5,28,EGOCENTRIC,denoising,HARD,test,75,646,4,25,0.9493671,0.75,0.9613333,0.8379889,86.21655
2356.154,5,29,EGOCENTRIC,denoising,EASY,test,75,148,2,25,0.974026,0.75,0.892,0.8474576,90.8335
2547.587,5,30,EGOCENTRIC,denoising,HARD,test,69,641,9,31,0.8846154,0.69,0.9466667,0.7752809,68
2627.303,5,31,EGOCENTRIC,denoising,MEDIUM,test,70,397,3,30,0.9589041,0.7,0.934,0.8092486,78.73315
2681.154,5,32,EGOCENTRIC,denoising,HARD,test,63,645,5,37,0.9264706,0.63,0.944,0.7499999,53.2666
2713.804,5,33,EGOCENTRIC,denoising,MEDIUM,test,56,399,1,44,0.9824561,0.56,0.91,0.7133758,31.81689
2785.354,5,34,EGOCENTRIC,denoising,MEDIUM,test,64,398,2,36,0.969697,0.64,0.924,0.7710843,70.81665
2814.554,5,35,EGOCENTRIC,denoising,HARD,test,56,648,2,44,0.9655172,0.56,0.9386666,0.7088608,28.4834
2880.337,5,36,EGOCENTRIC,denoising,EASY,test,82,146,4,18,0.9534883,0.82,0.912,0.8817204,65.03345
3013.787,5,37,EXOCENTRIC,seperating,EASY,training,99,99,1,1,0.99,0.99,0.99,0.99,23.93335
3031.037,5,38,EXOCENTRIC,seperating,EASY,training,97,100,0,3,1,0.97,0.985,0.9847716,12.34985
3061.754,5,39,EXOCENTRIC,seperating,MEDIUM,training,91,97,3,9,0.9680851,0.91,0.94,0.9381443,22.3335
3107.187,5,40,EXOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,31.7334
3117.82,5,41,EXOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,10.0332
3147.02,5,42,EXOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,28.2832
3204.87,5,43,EXOCENTRIC,seperating,HARD,test,86,93,7,14,0.9247312,0.86,0.895,0.8911918,56.9834
3224.204,5,44,EXOCENTRIC,seperating,MEDIUM,test,100,96,4,0,0.9615384,1,0.98,0.9803922,18.6499
3249.82,5,45,EXOCENTRIC,seperating,MEDIUM,test,99,98,2,1,0.980198,0.99,0.985,0.9850746,24.7666
3289.554,5,46,EXOCENTRIC,seperating,HARD,test,91,92,8,9,0.9191919,0.91,0.915,0.9145729,39.2666
3302.987,5,47,EXOCENTRIC,seperating,MEDIUM,test,98,100,0,2,1,0.98,0.99,0.989899,12.7168
3357.004,5,48,EXOCENTRIC,seperating,HARD,test,88,93,7,12,0.9263158,0.88,0.905,0.9025641,48.44995
3393.054,5,49,EXOCENTRIC,seperating,MEDIUM,test,93,98,2,7,0.9789473,0.93,0.955,0.9538462,35.1167
3424.97,5,50,EXOCENTRIC,seperating,MEDIUM,test,97,98,2,3,0.979798,0.97,0.975,0.9748744,31.0498
3462.37,5,51,EXOCENTRIC,seperating,HARD,test,86,99,1,14,0.9885057,0.86,0.925,0.9197861,36.65015
3495.354,5,52,EXOCENTRIC,seperating,HARD,test,88,95,5,12,0.9462366,0.88,0.915,0.9119172,32.18335
3507.27,5,53,EXOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,11.23315
3524.72,5,54,EXOCENTRIC,seperating,EASY,test,99,97,3,1,0.9705882,0.99,0.98,0.980198,16.9834
3652.504,5,55,EGOCENTRIC,seperating,EASY,training,100,98,2,0,0.9803922,1,0.99,0.990099,13.71655
3669.087,5,56,EGOCENTRIC,seperating,EASY,training,100,100,0,0,1,1,1,1,13.66675
3698.387,5,57,EGOCENTRIC,seperating,MEDIUM,training,100,99,1,0,0.990099,1,0.995,0.9950249,27.75
3756.254,5,58,EGOCENTRIC,seperating,HARD,test,92,93,7,8,0.9292929,0.92,0.925,0.9246231,55.33325
3790.22,5,59,EGOCENTRIC,seperating,MEDIUM,test,97,94,6,3,0.9417475,0.97,0.955,0.9556651,33.1001
3807.004,5,60,EGOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,15.7666
3845.454,5,61,EGOCENTRIC,seperating,HARD,test,97,78,22,3,0.8151261,0.97,0.875,0.8858448,37.63354
3914.337,5,62,EGOCENTRIC,seperating,HARD,test,86,88,12,14,0.877551,0.86,0.87,0.8686869,68.43335
3944.087,5,63,EGOCENTRIC,seperating,HARD,test,97,92,8,3,0.9238095,0.97,0.945,0.9463415,28.81665
3961.054,5,64,EGOCENTRIC,seperating,EASY,test,93,100,0,7,1,0.93,0.965,0.9637306,16.06665
3985.22,5,65,EGOCENTRIC,seperating,MEDIUM,test,97,94,6,3,0.9417475,0.97,0.955,0.9556651,23.3335
4126.204,5,66,EGOCENTRIC,seperating,EASY,test,100,98,2,0,0.9803922,1,0.99,0.990099,15.75
4139.404,5,67,EGOCENTRIC,seperating,MEDIUM,test,95,100,0,5,1,0.95,0.975,0.9743589,12.6499
4196.72,5,68,EGOCENTRIC,seperating,MEDIUM,test,89,100,0,11,1,0.89,0.945,0.9417989,56.8999
4210.054,5,69,EGOCENTRIC,seperating,EASY,test,100,100,0,0,1,1,1,1,12.7666
4255.204,5,70,EGOCENTRIC,seperating,MEDIUM,test,88,99,1,12,0.988764,0.88,0.935,0.931217,44.68311
4275.537,5,71,EGOCENTRIC,seperating,EASY,test,100,99,1,0,0.990099,1,0.995,0.9950249,19.8501
4303.337,5,72,EGOCENTRIC,seperating,HARD,test,86,98,2,14,0.9772727,0.86,0.92,0.9148936,27.2998
146.5867,6,1,EGOCENTRIC,seperating,EASY,training,97,0,100,3,0.4923858,0.97,0.485,0.6531987,44.85002
252.1867,6,2,EGOCENTRIC,seperating,EASY,training,94,100,0,6,1,0.94,0.97,0.9690722,79.23334
312.5034,6,3,EGOCENTRIC,seperating,MEDIUM,training,91,94,6,9,0.9381443,0.91,0.925,0.9238579,54.55002
464.2035,6,4,EGOCENTRIC,seperating,EASY,test,100,84,16,0,0.862069,1,0.92,0.925926,132.9168
548.6367,6,5,EGOCENTRIC,seperating,EASY,test,100,97,3,0,0.9708738,1,0.985,0.9852216,82.68338
803.7867,6,6,EGOCENTRIC,seperating,HARD,test,99,77,23,1,0.8114754,0.99,0.88,0.8918919,254.2167
850.0534,6,7,EGOCENTRIC,seperating,HARD,test,97,99,1,3,0.9897959,0.97,0.98,0.979798,45.06665
899.5867,6,8,EGOCENTRIC,seperating,MEDIUM,test,100,93,7,0,0.9345794,1,0.965,0.9661836,48.6333
962.5034,6,9,EGOCENTRIC,seperating,EASY,test,99,100,0,1,1,0.99,0.995,0.9949749,62.01666
1063.637,6,10,EGOCENTRIC,seperating,MEDIUM,test,94,98,2,6,0.9791667,0.94,0.96,0.9591837,99.66663
1129.12,6,11,EGOCENTRIC,seperating,EASY,test,97,98,2,3,0.979798,0.97,0.975,0.9748744,64.56665
1294.02,6,12,EGOCENTRIC,seperating,HARD,test,93,96,4,7,0.9587629,0.93,0.945,0.9441624,92.38342
1394.887,6,13,EGOCENTRIC,seperating,HARD,test,96,87,13,4,0.880734,0.96,0.915,0.9186603,99.61682
1494.17,6,14,EGOCENTRIC,seperating,HARD,test,79,90,10,21,0.8876405,0.79,0.845,0.8359789,97.8667
1574.153,6,15,EGOCENTRIC,seperating,MEDIUM,test,84,100,0,16,1,0.84,0.92,0.9130435,78.7666
1619.72,6,16,EGOCENTRIC,seperating,EASY,test,98,100,0,2,1,0.98,0.99,0.989899,43.56677
1676.504,6,17,EGOCENTRIC,seperating,MEDIUM,test,91,97,3,9,0.9680851,0.91,0.94,0.9381443,55.8667
1731.787,6,18,EGOCENTRIC,seperating,MEDIUM,test,98,94,6,2,0.9423077,0.98,0.96,0.9607843,54.6001
1869.303,6,19,EXOCENTRIC,seperating,EASY,training,99,98,2,1,0.980198,0.99,0.985,0.9850746,99.29993
1931.387,6,20,EXOCENTRIC,seperating,EASY,training,98,99,1,2,0.989899,0.98,0.985,0.9849247,56.44995
1976.337,6,21,EXOCENTRIC,seperating,MEDIUM,training,96,98,2,4,0.9795918,0.96,0.97,0.9696969,40.66675
2072.137,6,22,EXOCENTRIC,seperating,MEDIUM,test,97,98,2,3,0.979798,0.97,0.975,0.9748744,88.56677
2099.72,6,23,EXOCENTRIC,seperating,EASY,test,99,99,1,1,0.99,0.99,0.99,0.99,25.33325
2121.003,6,24,EXOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,20.21655
2180.137,6,25,EXOCENTRIC,seperating,HARD,test,100,0,100,0,0.5,1,0.5,0.6666667,58.43335
2257.737,6,26,EXOCENTRIC,seperating,HARD,test,91,95,5,9,0.9479167,0.91,0.93,0.9285715,76.6499
2321.504,6,27,EXOCENTRIC,seperating,HARD,test,97,84,16,3,0.8584071,0.97,0.905,0.9107982,62.68335
2340.404,6,28,EXOCENTRIC,seperating,EASY,test,96,100,0,4,1,0.96,0.98,0.9795918,17.8833
2363.837,6,29,EXOCENTRIC,seperating,EASY,test,93,100,0,7,1,0.93,0.965,0.9637306,22.3335
2490.354,6,30,EXOCENTRIC,seperating,MEDIUM,test,99,95,5,1,0.9519231,0.99,0.97,0.9705882,51.0498
2553.553,6,31,EXOCENTRIC,seperating,HARD,test,99,80,20,1,0.8319328,0.99,0.895,0.9041096,61.83325
2583.754,6,32,EXOCENTRIC,seperating,MEDIUM,test,94,99,1,6,0.9894737,0.94,0.965,0.9641026,29.40015
2649.037,6,33,EXOCENTRIC,seperating,HARD,test,89,93,7,11,0.9270833,0.89,0.91,0.9081632,64.44995
2693.537,6,34,EXOCENTRIC,seperating,EASY,test,98,99,1,2,0.989899,0.98,0.985,0.9849247,42.71655
2709.77,6,35,EXOCENTRIC,seperating,MEDIUM,test,99,100,0,1,1,0.99,0.995,0.9949749,15.33325
2752.904,6,36,EXOCENTRIC,seperating,MEDIUM,test,93,99,1,7,0.9893617,0.93,0.96,0.9587629,41.94995
2837.72,6,37,EGOCENTRIC,denoising,EASY,training,98,143,7,2,0.9333333,0.98,0.964,0.9560975,62.6167
2888.887,6,38,EGOCENTRIC,denoising,EASY,training,98,126,24,2,0.8032787,0.98,0.896,0.8828829,40.91675
2927.704,6,39,EGOCENTRIC,denoising,MEDIUM,training,99,346,54,1,0.6470588,0.99,0.89,0.7826087,28.7334
2978.754,6,40,EGOCENTRIC,denoising,EASY,test,99,126,24,1,0.8048781,0.99,0.9,0.8878924,40.6333
3061.337,6,41,EGOCENTRIC,denoising,HARD,test,93,594,56,7,0.6241611,0.93,0.916,0.7469879,58.18335
3095.537,6,42,EGOCENTRIC,denoising,EASY,test,97,128,22,3,0.8151261,0.97,0.9,0.8858448,33.1001
3127.054,6,43,EGOCENTRIC,denoising,HARD,test,99,558,92,1,0.5183246,0.99,0.876,0.6804124,30.68335
3157.587,6,44,EGOCENTRIC,denoising,EASY,test,96,141,9,4,0.9142857,0.96,0.948,0.9365854,29.68335
3199.437,6,45,EGOCENTRIC,denoising,MEDIUM,test,96,368,32,4,0.75,0.96,0.928,0.8421052,41.03345
3249.254,6,46,EGOCENTRIC,denoising,HARD,test,95,572,78,5,0.5491329,0.95,0.8893333,0.6959707,48.96655
3295.837,6,47,EGOCENTRIC,denoising,MEDIUM,test,98,372,28,2,0.7777778,0.98,0.94,0.8672566,45.73315
3421.487,6,48,EGOCENTRIC,denoising,HARD,test,96,609,41,4,0.7007299,0.96,0.94,0.8101265,61.31689
3464.587,6,49,EGOCENTRIC,denoising,MEDIUM,test,98,362,38,2,0.7205882,0.98,0.92,0.8305085,42
3509.737,6,50,EGOCENTRIC,denoising,MEDIUM,test,85,391,9,15,0.9042553,0.85,0.952,0.8762887,43.5166
3539.404,6,51,EGOCENTRIC,denoising,MEDIUM,test,89,377,23,11,0.7946429,0.89,0.932,0.8396227,27.84985
3562.254,6,52,EGOCENTRIC,denoising,EASY,test,99,132,18,1,0.8461539,0.99,0.924,0.9124424,22.05005
3600.837,6,53,EGOCENTRIC,denoising,EASY,test,96,134,16,4,0.8571429,0.96,0.92,0.9056604,37.81689
3637.987,6,54,EGOCENTRIC,denoising,HARD,test,93,617,33,7,0.7380952,0.93,0.9466667,0.8230088,36.4834
3940.537,6,55,EXOCENTRIC,denoising,EASY,training,0,150,0,100,0,0,0.6,0,3.800049
3942.654,6,56,EXOCENTRIC,denoising,EASY,training,0,150,0,100,0,0,0.6,0,0.8334961
3944.82,6,57,EXOCENTRIC,denoising,MEDIUM,training,0,400,0,100,0,0,0.8,0,0.8166504
3948.521,6,58,EXOCENTRIC,denoising,MEDIUM,test,0,400,0,100,0,0,0.8,0,1.650146
3949.17,6,59,EXOCENTRIC,denoising,EASY,test,0,150,0,100,0,0,0.6,0,0.1833496
3949.554,6,60,EXOCENTRIC,denoising,EASY,test,0,150,0,100,0,0,0.6,0,0.1833496
3949.937,6,61,EXOCENTRIC,denoising,HARD,test,0,650,0,100,0,0,0.8666667,0,0.1833496
3950.337,6,62,EXOCENTRIC,denoising,MEDIUM,test,0,400,0,100,0,0,0.8,0,0.2001953
3950.904,6,63,EXOCENTRIC,denoising,HARD,test,0,650,0,100,0,0,0.8666667,0,0.2666016
3951.654,6,64,EXOCENTRIC,denoising,MEDIUM,test,0,400,0,100,0,0,0.8,0,0.3666992
3952.437,6,65,EXOCENTRIC,denoising,HARD,test,0,650,0,100,0,0,0.8666667,0,0.3999023
3955.237,6,66,EXOCENTRIC,denoising,HARD,test,0,650,0,100,0,0,0.8666667,0,1.449951
3955.637,6,67,EXOCENTRIC,denoising,MEDIUM,test,0,400,0,100,0,0,0.8,0,0.2001953
3956.07,6,68,EXOCENTRIC,denoising,EASY,test,0,150,0,100,0,0,0.6,0,0.2165527
3956.504,6,69,EXOCENTRIC,denoising,HARD,test,0,650,0,100,0,0,0.8666667,0,0.1999512
3957.437,6,70,EXOCENTRIC,denoising,MEDIUM,test,0,400,0,100,0,0,0.8,0,0.6999512
3958.387,6,71,EXOCENTRIC,denoising,EASY,test,0,150,0,100,0,0,0.6,0,0.5498047
3959.237,6,72,EXOCENTRIC,denoising,EASY,test,0,150,0,100,0,0,0.6,0,0.4833984
94.43668,7,1,EGOCENTRIC,denoising,EASY,training,1,150,0,99,1,0.01,0.604,0.01980198,18.93314
128.3033,7,2,EGOCENTRIC,denoising,EASY,training,98,126,24,2,0.8032787,0.98,0.896,0.8828829,26.84999
161.6867,7,3,EGOCENTRIC,denoising,MEDIUM,training,88,377,23,12,0.7927928,0.88,0.93,0.8341232,28.01666
216.7867,7,4,EGOCENTRIC,denoising,MEDIUM,test,81,378,22,19,0.7864078,0.81,0.918,0.7980295,45.35001
250.2701,7,5,EGOCENTRIC,denoising,EASY,test,91,135,15,9,0.8584906,0.91,0.904,0.8834952,32.3168
281.8367,7,6,EGOCENTRIC,denoising,EASY,test,85,138,12,15,0.8762887,0.85,0.892,0.8629442,30.68336
312.8534,7,7,EGOCENTRIC,denoising,MEDIUM,test,86,369,31,14,0.7350428,0.86,0.91,0.7926268,29.86664
366.5534,7,8,EGOCENTRIC,denoising,HARD,test,84,598,52,16,0.6176471,0.84,0.9093333,0.7118644,52.60001
405.8701,7,9,EGOCENTRIC,denoising,EASY,test,89,141,9,11,0.9081632,0.89,0.92,0.8989899,38.35004
481.9201,7,10,EGOCENTRIC,denoising,MEDIUM,test,85,386,14,15,0.8585858,0.85,0.942,0.8542714,75.15005
540.3033,7,11,EGOCENTRIC,denoising,EASY,test,93,147,3,7,0.96875,0.93,0.96,0.9489796,57.36664
605.3701,7,12,EGOCENTRIC,denoising,EASY,test,96,144,6,4,0.9411765,0.96,0.96,0.9504951,60.78333
