TIMESTAMP,UserID,TaskID,DistanceToA,ViewingAngleA,DistanceToB,ViewingAngleB,UserPositionX,UserPositionY,UserPositionZ
206.2036,1,1,9.593385,-0.7184606,0,0,0,0,0
206.7036,1,1,9.553946,-0.7138155,0,0,0,0,0
207.2036,1,1,9.671595,1.145347,0,0,0,0,0
207.7036,1,1,9.981017,2.205579,0,0,0,0,0
208.2036,1,1,10.18084,2.162837,0,0,0,0,0
208.7036,1,1,10.54215,0.4747775,0,0,0,0,0
209.2036,1,1,10.46085,-2.627635,0,0,0,0,0
209.7203,1,1,10.44768,-3.33049,0,0,0,0,0
210.2203,1,1,10.47843,-3.349774,0,0,0,0,0
210.7203,1,1,10.01777,-3.513908,0,0,0,0,0
211.2203,1,1,9.718445,-3.58736,0,0,0,0,0
211.7203,1,1,9.776832,-3.566339,0,0,0,0,0
212.2369,1,1,9.776832,-3.566339,0,0,0,0,0
212.7536,1,1,9.971972,-4.002425,0,0,0,0,0
213.2536,1,1,10.11407,-4.045301,0,0,0,0,0
213.7536,1,1,10.50533,-2.9817,0,0,0,0,0
214.2703,1,1,10.63352,-1.799832,0,0,0,0,0
214.7703,1,1,10.66647,-0.7868362,0,0,0,0,0
215.287,1,1,10.66647,-0.7868362,0,0,0,0,0
215.787,1,1,10.66647,-0.7868362,0,0,0,0,0
216.287,1,1,10.66647,-0.7868362,0,0,0,0,0
216.8036,1,1,10.66647,-0.7868362,0,0,0,0,0
217.3203,1,1,10.66647,-0.7868362,0,0,0,0,0
226.7036,1,2,6.147105,-1.665892,0,0,0,0,0
227.2036,1,2,6.147105,-1.665892,0,0,0,0,0
227.7036,1,2,6.147105,-1.665892,0,0,0,0,0
228.2036,1,2,6.147105,-1.665892,0,0,0,0,0
228.7036,1,2,6.147105,-1.665892,0,0,0,0,0
229.2036,1,2,6.147105,-1.665892,0,0,0,0,0
229.7203,1,2,6.147105,-1.665892,0,0,0,0,0
230.2203,1,2,6.147105,-1.665892,0,0,0,0,0
230.7203,1,2,6.147105,-1.665892,0,0,0,0,0
231.2203,1,2,6.147105,-1.665892,0,0,0,0,0
231.7203,1,2,6.147105,-1.665892,0,0,0,0,0
232.237,1,2,6.123701,-1.166172,0,0,0,0,0
232.737,1,2,6.134363,-1.420238,0,0,0,0,0
233.237,1,2,6.178382,-2.123662,0,0,0,0,0
233.737,1,2,6.3377,-3.264288,0,0,0,0,0
234.2536,1,2,6.5319,-3.524312,0,0,0,0,0
234.7536,1,2,6.712079,-2.979927,0,0,0,0,0
235.2537,1,2,6.847862,-1.778943,0,0,0,0,0
235.7703,1,2,6.895976,-0.7380747,0,0,0,0,0
236.287,1,2,6.886712,1.035899,0,0,0,0,0
236.787,1,2,6.817544,2.158308,0,0,0,0,0
237.287,1,2,6.680102,3.138997,0,0,0,0,0
237.8037,1,2,6.391025,3.427256,0,0,0,0,0
238.3037,1,2,6.319951,3.191814,0,0,0,0,0
238.8037,1,2,6.167131,1.976452,0,0,0,0,0
239.3037,1,2,6.427068,-3.495584,0,0,0,0,0
239.8203,1,2,6.543329,-3.512793,0,0,0,0,0
240.337,1,2,6.543329,-3.512793,0,0,0,0,0
240.837,1,2,6.543329,-3.512793,0,0,0,0,0
241.337,1,2,6.543329,-3.512793,0,0,0,0,0
241.837,1,2,6.543329,-3.512793,0,0,0,0,0
242.337,1,2,6.543329,-3.512793,0,0,0,0,0
242.837,1,2,6.543329,-3.512793,0,0,0,0,0
243.337,1,2,6.543329,-3.512793,0,0,0,0,0
243.8536,1,2,6.543329,-3.512793,0,0,0,0,0
244.3538,1,2,6.543329,-3.512793,0,0,0,0,0
244.8704,1,2,6.543329,-3.512793,0,0,0,0,0
245.387,1,2,6.543329,-3.512793,0,0,0,0,0
245.887,1,2,6.543329,-3.512793,0,0,0,0,0
246.4037,1,2,6.543329,-3.512793,0,0,0,0,0
246.9203,1,2,6.543329,-3.512793,0,0,0,0,0
247.437,1,2,6.543329,-3.512793,0,0,0,0,0
247.937,1,2,6.543329,-3.512793,0,0,0,0,0
248.437,1,2,6.543329,-3.512793,0,0,0,0,0
248.937,1,2,6.543329,-3.512793,0,0,0,0,0
249.437,1,2,6.537529,-3.51903,0,0,0,0,0
255.4537,1,3,6.463196,2.894147,0,0,0,0,0
255.9537,1,3,6.463196,2.894147,0,0,0,0,0
256.4537,1,3,6.463196,2.894147,0,0,0,0,0
256.9703,1,3,6.463196,2.894147,0,0,0,0,0
257.4703,1,3,6.463196,2.894147,0,0,0,0,0
257.9703,1,3,6.463196,2.894147,0,0,0,0,0
258.4704,1,3,6.463196,2.894147,0,0,0,0,0
258.9704,1,3,6.463196,2.894147,0,0,0,0,0
259.4704,1,3,6.463196,2.894147,0,0,0,0,0
259.987,1,3,6.434883,2.842622,0,0,0,0,0
260.5037,1,3,6.099956,1.895995,0,0,0,0,0
261.0037,1,3,5.932759,2.227038,0,0,0,0,0
261.5204,1,3,5.909251,2.150586,0,0,0,0,0
262.0204,1,3,6.239986,1.902898,0,0,0,0,0
262.5204,1,3,6.724421,1.765692,0,0,0,0,0
263.0204,1,3,7.021275,1.64342,0,0,0,0,0
